CAMPAÑA FINAL;MES;BASE;Altas;Ingresos
AQI Masivo Barranquilla;1/09/2024;Convergencia Fijo;30; $ -   
AQI Masivo Barranquilla;1/10/2024;Convergencia Fijo;33; $ -   
AQI Masivo Barranquilla;1/11/2024;Convergencia Fijo;27; $ -   
AQI Masivo Barranquilla;1/12/2024;Convergencia Fijo;27; $ -   
AQI Masivo Barranquilla;1/01/2024;Convergencia Móvil;33; $ -   
AQI Masivo Barranquilla;1/02/2024;Convergencia Móvil;31; $ -   
AQI Masivo Barranquilla;1/03/2024;Convergencia Móvil;32; $ -   
AQI Masivo Barranquilla;1/04/2024;Convergencia Móvil;34; $ -   
AQI Masivo Barranquilla;1/05/2024;Convergencia Móvil;38; $ -   
AQI Masivo Barranquilla;1/06/2024;Convergencia Móvil;17; $ -   
AQI Masivo Barranquilla;1/07/2024;Convergencia Móvil;18; $ -   
AQI Masivo Barranquilla;1/09/2024;Convergencia Móvil;18; $ -   
AQI Masivo Barranquilla;1/10/2024;Convergencia Móvil;27; $ -   
AQI Masivo Barranquilla;1/12/2024;Convergencia Móvil;16; $ -   
AQI Masivo Barranquilla;1/11/2024;Convergencia Móvil;16; $ -   
AQI Masivo Barranquilla;1/11/2024;Habilitador Internet;119; $ 11.368.687 
AQI Masivo Barranquilla;1/12/2024;Habilitador Internet;117; $ -   
AQI Masivo Barranquilla;1/01/2024;Línea Nueva;4; $ 134.080 
AQI Masivo Barranquilla;1/02/2024;Línea Nueva;5; $ 167.600 
AQI Masivo Barranquilla;1/03/2024;Línea Nueva;5; $ 167.600 
AQI Masivo Barranquilla;1/04/2024;Línea Nueva;5; $ 167.600 
AQI Masivo Barranquilla;1/05/2024;Línea Nueva;6; $ 201.120 
AQI Masivo Barranquilla;1/06/2024;Línea Nueva;5; $ 167.600 
AQI Masivo Barranquilla;1/07/2024;Línea Nueva;6; $ 201.120 
AQI Masivo Barranquilla;1/08/2024;Línea Nueva;5; $ 167.600 
AQI Masivo Barranquilla;1/09/2024;Línea Nueva;5; $ 167.600 
AQI Masivo Barranquilla;1/10/2024;Línea Nueva;4; $ 134.080 
AQI Masivo Barranquilla;1/11/2024;Línea Nueva;4; $ 134.080 
AQI Masivo Barranquilla;1/12/2024;Línea Nueva;5; $ 167.600 
AQI Masivo Barranquilla;1/01/2024;Migraciones;132; $ 4.424.640 
AQI Masivo Barranquilla;1/02/2024;Migraciones;128; $ 4.290.560 
AQI Masivo Barranquilla;1/03/2024;Migraciones;116; $ 3.888.320 
AQI Masivo Barranquilla;1/04/2024;Migraciones;119; $ 3.988.880 
AQI Masivo Barranquilla;1/05/2024;Migraciones;133; $ 4.458.160 
AQI Masivo Barranquilla;1/06/2024;Migraciones;119; $ 3.988.880 
AQI Masivo Barranquilla;1/07/2024;Migraciones;127; $ 4.257.040 
AQI Masivo Barranquilla;1/08/2024;Migraciones;125; $ 4.190.000 
AQI Masivo Barranquilla;1/09/2024;Migraciones;121; $ 4.055.920 
AQI Masivo Barranquilla;1/10/2024;Migraciones;98; $ 3.284.960 
AQI Masivo Barranquilla;1/11/2024;Migraciones;90; $ 3.016.800 
AQI Masivo Barranquilla;1/12/2024;Migraciones;102; $ 3.419.040 
AQI Masivo Barranquilla;1/01/2024;Portabilidad Pospago;138; $ 4.625.760 
AQI Masivo Barranquilla;1/02/2024;Portabilidad Pospago;126; $ 4.223.520 
AQI Masivo Barranquilla;1/03/2024;Portabilidad Pospago;119; $ 3.988.880 
AQI Masivo Barranquilla;1/04/2024;Portabilidad Pospago;122; $ 4.089.440 
AQI Masivo Barranquilla;1/05/2024;Portabilidad Pospago;137; $ 4.592.240 
AQI Masivo Barranquilla;1/06/2024;Portabilidad Pospago;122; $ 4.089.440 
AQI Masivo Barranquilla;1/07/2024;Portabilidad Pospago;131; $ 4.391.120 
AQI Masivo Barranquilla;1/08/2024;Portabilidad Pospago;129; $ 4.324.080 
AQI Masivo Barranquilla;1/09/2024;Portabilidad Pospago;125; $ 4.190.000 
AQI Masivo Barranquilla;1/10/2024;Portabilidad Pospago;100; $ 3.352.000 
AQI Masivo Barranquilla;1/11/2024;Portabilidad Pospago;93; $ 3.117.360 
AQI Masivo Barranquilla;1/12/2024;Portabilidad Pospago;104; $ 3.486.080 
AQI Masivo Barranquilla;1/01/2024;Servicios Fijo;345; $ 10.137.135 
AQI Masivo Barranquilla;1/02/2024;Servicios Fijo;328; $ 9.637.624 
AQI Masivo Barranquilla;1/03/2024;Servicios Fijo;268; $ 7.874.644 
AQI Masivo Barranquilla;1/04/2024;Servicios Fijo;283; $ 8.315.389 
AQI Masivo Barranquilla;1/05/2024;Servicios Fijo;304; $ 8.932.432 
AQI Masivo Barranquilla;1/06/2024;Servicios Fijo;237; $ 6.963.771 
AQI Masivo Barranquilla;1/07/2024;Servicios Fijo;156; $ 4.583.748 
AQI Masivo Barranquilla;1/08/2024;Servicios Fijo;140; $ 4.113.620 
AQI Masivo Barranquilla;1/09/2024;Servicios Fijo;131; $ 3.849.173 
AQI Masivo Barranquilla;1/10/2024;Servicios Fijo;180; $ 5.288.940 
AQI Masivo Barranquilla;1/11/2024;Servicios Fijo;175; $ 5.142.025 
AQI Masivo Barranquilla;1/12/2024;Servicios Fijo;165; $ 4.848.195 
AQI Masivo Barranquilla;1/01/2024;Tecnología;86; $ 22.402.659 
AQI Masivo Barranquilla;1/02/2024;Tecnología;75; $ 19.492.594 
AQI Masivo Barranquilla;1/03/2024;Tecnología;71; $ 18.510.485 
AQI Masivo Barranquilla;1/04/2024;Tecnología;46; $ 11.827.163 
AQI Masivo Barranquilla;1/05/2024;Tecnología;47; $ 12.136.932 
AQI Masivo Barranquilla;1/06/2024;Tecnología;47; $ 12.111.815 
AQI Masivo Barranquilla;1/07/2024;Tecnología;45; $ 11.583.475 
AQI Masivo Barranquilla;1/08/2024;Tecnología;40; $ 10.353.475 
AQI Masivo Barranquilla;1/09/2024;Tecnología;40; $ 10.353.475 
AQI Masivo Barranquilla;1/10/2024;Tecnología;40; $ 10.320.000 
AQI Masivo Barranquilla;1/11/2024;Tecnología;41; $ 10.620.000 
AQI Masivo Barranquilla;1/12/2024;Tecnología;41; $ 10.740.000 
AQI Masivo Barranquilla;1/01/2024;Terminales;59; $ 71.128.409 
AQI Masivo Barranquilla;1/02/2024;Terminales;55; $ 66.173.754 
AQI Masivo Barranquilla;1/03/2024;Terminales;59; $ 70.121.191 
AQI Masivo Barranquilla;1/04/2024;Terminales;59; $ 70.465.177 
AQI Masivo Barranquilla;1/05/2024;Terminales;73; $ 87.184.175 
AQI Masivo Barranquilla;1/06/2024;Terminales;66; $ 78.676.412 
AQI Masivo Barranquilla;1/07/2024;Terminales;66; $ 79.500.000 
AQI Masivo Barranquilla;1/08/2024;Terminales;66; $ 79.500.000 
AQI Masivo Barranquilla;1/09/2024;Terminales;66; $ 79.500.000 
AQI Masivo Barranquilla;1/10/2024;Terminales;65; $ 78.000.000 
AQI Masivo Barranquilla;1/11/2024;Terminales;65; $ 78.000.000 
AQI Masivo Barranquilla;1/12/2024;Terminales;74; $ 88.500.000 
AQI Masivo Barranquilla;1/01/2024;UG Fijo;381; $ 6.100.618 
AQI Masivo Barranquilla;1/02/2024;UG Fijo;333; $ 5.325.936 
AQI Masivo Barranquilla;1/03/2024;UG Fijo;327; $ 5.232.000 
AQI Masivo Barranquilla;1/04/2024;UG Fijo;327; $ 5.229.101 
AQI Masivo Barranquilla;1/05/2024;UG Fijo;350; $ 5.602.608 
AQI Masivo Barranquilla;1/06/2024;UG Fijo;350; $ 5.602.608 
AQI Masivo Barranquilla;1/07/2024;UG Fijo;350; $ 5.602.608 
AQI Masivo Barranquilla;1/08/2024;UG Fijo;268; $ 5.602.608 
AQI Masivo Barranquilla;1/09/2024;UG Fijo;268; $ 4.735.152 
AQI Masivo Barranquilla;1/10/2024;UG Fijo;268; $ 4.284.000 
AQI Masivo Barranquilla;1/11/2024;UG Fijo;268; $ 4.284.000 
AQI Masivo Barranquilla;1/12/2024;UG Fijo;268; $ 4.284.000 
AQI Masivo Barranquilla;1/01/2024;UG Móvil;207; $ 2.110.068 
AQI Masivo Barranquilla;1/02/2024;UG Móvil;189; $ 1.925.000 
AQI Masivo Barranquilla;1/03/2024;UG Móvil;192; $ 1.960.000 
AQI Masivo Barranquilla;1/04/2024;UG Móvil;197; $ 2.006.667 
AQI Masivo Barranquilla;1/05/2024;UG Móvil;211; $ 2.150.000 
AQI Masivo Barranquilla;1/06/2024;UG Móvil;211; $ 2.150.000 
AQI Masivo Barranquilla;1/07/2024;UG Móvil;323; $ 3.300.000 
AQI Masivo Barranquilla;1/08/2024;UG Móvil;308; $ 3.150.000 
AQI Masivo Barranquilla;1/09/2024;UG Móvil;308; $ 3.150.000 
AQI Masivo Barranquilla;1/10/2024;UG Móvil;308; $ 3.150.000 
AQI Masivo Barranquilla;1/11/2024;UG Móvil;308; $ 3.150.000 
AQI Masivo Barranquilla;1/12/2024;UG Móvil;308; $ 3.150.000 
AQI Masivo Barranquilla;1/01/2024;Ultra WiFi;1346; $ 201.623.935 
AQI Masivo Barranquilla;1/02/2024;Ultra WiFi;1172; $ 175.433.349 
AQI Masivo Barranquilla;1/03/2024;Ultra WiFi;1113; $ 166.594.363 
AQI Masivo Barranquilla;1/04/2024;Ultra WiFi;711; $ 106.444.468 
AQI Masivo Barranquilla;1/05/2024;Ultra WiFi;729; $ 109.232.386 
AQI Masivo Barranquilla;1/06/2024;Ultra WiFi;728; $ 109.006.337 
AQI Masivo Barranquilla;1/07/2024;Ultra WiFi;696; $ 104.251.278 
AQI Masivo Barranquilla;1/08/2024;Ultra WiFi;622; $ 93.181.278 
AQI Masivo Barranquilla;1/09/2024;Ultra WiFi;565; $ 93.181.278 
AQI Masivo Barranquilla;1/10/2024;Ultra WiFi;563; $ 92.880.000 
AQI Masivo Barranquilla;1/11/2024;Ultra WiFi;580; $ 95.580.000 
AQI Masivo Barranquilla;1/12/2024;Ultra WiFi;586; $ 96.660.000 
AQI Whatsapp;1/01/2024;Adicionales;47; $ 818.881 
AQI Whatsapp;1/02/2024;Adicionales;73; $ 1.271.879 
AQI Whatsapp;1/03/2024;Adicionales;69; $ 1.202.187 
AQI Whatsapp;1/04/2024;Adicionales;79; $ 1.376.417 
AQI Whatsapp;1/05/2024;Adicionales;92; $ 1.602.916 
AQI Whatsapp;1/06/2024;Adicionales;140; $ 2.439.220 
AQI Whatsapp;1/07/2024;Adicionales;600; $ 10.453.800 
AQI Whatsapp;1/08/2024;Adicionales;221; $ 3.850.483 
AQI Whatsapp;1/09/2024;Adicionales;239; $ 4.164.097 
AQI Whatsapp;1/10/2024;Adicionales;266; $ 4.634.518 
AQI Whatsapp;1/11/2024;Adicionales;210; $ 3.658.830 
AQI Whatsapp;1/12/2024;Adicionales;210; $ 3.658.830 
AQI Whatsapp;1/01/2024;Convergencia Fijo;1; $ -   
AQI Whatsapp;1/02/2024;Convergencia Fijo;2; $ -   
AQI Whatsapp;1/03/2024;Convergencia Fijo;2; $ -   
AQI Whatsapp;1/04/2024;Convergencia Fijo;3; $ -   
AQI Whatsapp;1/05/2024;Convergencia Fijo;3; $ -   
AQI Whatsapp;1/06/2024;Convergencia Fijo;4; $ -   
AQI Whatsapp;1/07/2024;Convergencia Fijo;2; $ -   
AQI Whatsapp;1/08/2024;Convergencia Fijo;4; $ -   
AQI Whatsapp;1/09/2024;Convergencia Fijo;4; $ -   
AQI Whatsapp;1/10/2024;Convergencia Fijo;5; $ -   
AQI Whatsapp;1/11/2024;Convergencia Fijo;4; $ -   
AQI Whatsapp;1/12/2024;Convergencia Fijo;4; $ -   
AQI Whatsapp;1/01/2024;Convergencia Móvil;5; $ -   
AQI Whatsapp;1/02/2024;Convergencia Móvil;8; $ -   
AQI Whatsapp;1/03/2024;Convergencia Móvil;0; $ -   
AQI Whatsapp;1/04/2024;Convergencia Móvil;10; $ -   
AQI Whatsapp;1/05/2024;Convergencia Móvil;11; $ -   
AQI Whatsapp;1/06/2024;Convergencia Móvil;5; $ -   
AQI Whatsapp;1/07/2024;Convergencia Móvil;5; $ -   
AQI Whatsapp;1/09/2024;Convergencia Móvil;5; $ -   
AQI Whatsapp;1/10/2024;Convergencia Móvil;8; $ -   
AQI Whatsapp;1/12/2024;Convergencia Móvil;5; $ -   
AQI Whatsapp;1/11/2024;Convergencia Móvil;5; $ -   
AQI Whatsapp;1/11/2024;Habilitador Internet;8; $ 764.281 
AQI Whatsapp;1/12/2024;Habilitador Internet;8; $ -   
AQI Whatsapp;1/01/2024;Línea Nueva;1; $ 33.520 
AQI Whatsapp;1/02/2024;Línea Nueva;1; $ 33.520 
AQI Whatsapp;1/03/2024;Línea Nueva;1; $ 33.520 
AQI Whatsapp;1/04/2024;Línea Nueva;2; $ 67.040 
AQI Whatsapp;1/05/2024;Línea Nueva;3; $ 100.560 
AQI Whatsapp;1/06/2024;Línea Nueva;2; $ 67.040 
AQI Whatsapp;1/07/2024;Línea Nueva;2; $ 67.040 
AQI Whatsapp;1/08/2024;Línea Nueva;2; $ 67.040 
AQI Whatsapp;1/09/2024;Línea Nueva;2; $ 67.040 
AQI Whatsapp;1/10/2024;Línea Nueva;1; $ 33.520 
AQI Whatsapp;1/11/2024;Línea Nueva;2; $ 67.040 
AQI Whatsapp;1/12/2024;Línea Nueva;1; $ 33.520 
AQI Whatsapp;1/01/2024;Migraciones;19; $ 636.880 
AQI Whatsapp;1/02/2024;Migraciones;30; $ 1.005.600 
AQI Whatsapp;1/03/2024;Migraciones;31; $ 1.039.120 
AQI Whatsapp;1/04/2024;Migraciones;36; $ 1.206.720 
AQI Whatsapp;1/05/2024;Migraciones;37; $ 1.240.240 
AQI Whatsapp;1/06/2024;Migraciones;34; $ 1.139.680 
AQI Whatsapp;1/07/2024;Migraciones;36; $ 1.206.720 
AQI Whatsapp;1/08/2024;Migraciones;35; $ 1.173.200 
AQI Whatsapp;1/09/2024;Migraciones;34; $ 1.139.680 
AQI Whatsapp;1/10/2024;Migraciones;28; $ 938.560 
AQI Whatsapp;1/11/2024;Migraciones;26; $ 871.520 
AQI Whatsapp;1/12/2024;Migraciones;29; $ 972.080 
AQI Whatsapp;1/01/2024;Portabilidad Pospago;14; $ 469.280 
AQI Whatsapp;1/02/2024;Portabilidad Pospago;30; $ 1.005.600 
AQI Whatsapp;1/03/2024;Portabilidad Pospago;32; $ 1.072.640 
AQI Whatsapp;1/04/2024;Portabilidad Pospago;37; $ 1.240.240 
AQI Whatsapp;1/05/2024;Portabilidad Pospago;39; $ 1.307.280 
AQI Whatsapp;1/06/2024;Portabilidad Pospago;36; $ 1.206.720 
AQI Whatsapp;1/07/2024;Portabilidad Pospago;37; $ 1.240.240 
AQI Whatsapp;1/08/2024;Portabilidad Pospago;37; $ 1.240.240 
AQI Whatsapp;1/09/2024;Portabilidad Pospago;35; $ 1.173.200 
AQI Whatsapp;1/10/2024;Portabilidad Pospago;29; $ 972.080 
AQI Whatsapp;1/11/2024;Portabilidad Pospago;26; $ 871.520 
AQI Whatsapp;1/12/2024;Portabilidad Pospago;30; $ 1.005.600 
AQI Whatsapp;1/01/2024;Servicios Fijo;10; $ 293.830 
AQI Whatsapp;1/02/2024;Servicios Fijo;17; $ 499.511 
AQI Whatsapp;1/03/2024;Servicios Fijo;17; $ 499.511 
AQI Whatsapp;1/04/2024;Servicios Fijo;20; $ 587.660 
AQI Whatsapp;1/05/2024;Servicios Fijo;21; $ 617.043 
AQI Whatsapp;1/06/2024;Servicios Fijo;22; $ 646.426 
AQI Whatsapp;1/07/2024;Servicios Fijo;27; $ 793.341 
AQI Whatsapp;1/08/2024;Servicios Fijo;29; $ 852.107 
AQI Whatsapp;1/09/2024;Servicios Fijo;31; $ 910.873 
AQI Whatsapp;1/10/2024;Servicios Fijo;45; $ 1.322.235 
AQI Whatsapp;1/11/2024;Servicios Fijo;45; $ 1.322.235 
AQI Whatsapp;1/12/2024;Servicios Fijo;45; $ 1.322.235 
AQI Whatsapp;1/01/2024;Tecnología;2; $ 457.197 
AQI Whatsapp;1/02/2024;Tecnología;3; $ 890.177 
AQI Whatsapp;1/03/2024;Tecnología;4; $ 1.066.860 
AQI Whatsapp;1/04/2024;Tecnología;4; $ 1.027.456 
AQI Whatsapp;1/05/2024;Tecnología;4; $ 1.040.308 
AQI Whatsapp;1/06/2024;Tecnología;4; $ 997.013 
AQI Whatsapp;1/07/2024;Tecnología;4; $ 1.008.000 
AQI Whatsapp;1/08/2024;Tecnología;3; $ 828.000 
AQI Whatsapp;1/09/2024;Tecnología;3; $ 882.000 
AQI Whatsapp;1/10/2024;Tecnología;3; $ 882.000 
AQI Whatsapp;1/11/2024;Tecnología;4; $ 945.000 
AQI Whatsapp;1/12/2024;Tecnología;5; $ 1.262.082 
AQI Whatsapp;1/01/2024;Terminales;9; $ 10.225.137 
AQI Whatsapp;1/02/2024;Terminales;14; $ 16.247.018 
AQI Whatsapp;1/03/2024;Terminales;10; $ 11.700.000 
AQI Whatsapp;1/04/2024;Terminales;8; $ 9.653.894 
AQI Whatsapp;1/05/2024;Terminales;9; $ 10.290.591 
AQI Whatsapp;1/06/2024;Terminales;8; $ 9.180.167 
AQI Whatsapp;1/07/2024;Terminales;8; $ 9.439.170 
AQI Whatsapp;1/08/2024;Terminales;8; $ 9.439.170 
AQI Whatsapp;1/09/2024;Terminales;8; $ 9.439.170 
AQI Whatsapp;1/10/2024;Terminales;8; $ 9.439.170 
AQI Whatsapp;1/11/2024;Terminales;8; $ 9.619.170 
AQI Whatsapp;1/12/2024;Terminales;14; $ 16.800.000 
AQI Whatsapp;1/01/2024;UG Fijo;11; $ 172.920 
AQI Whatsapp;1/02/2024;UG Fijo;17; $ 269.755 
AQI Whatsapp;1/03/2024;UG Fijo;20; $ 320.000 
AQI Whatsapp;1/04/2024;UG Fijo;23; $ 373.507 
AQI Whatsapp;1/05/2024;UG Fijo;24; $ 261.455 
AQI Whatsapp;1/06/2024;UG Fijo;24; $ 261.455 
AQI Whatsapp;1/07/2024;UG Fijo;18; $ 373.507 
AQI Whatsapp;1/08/2024;UG Fijo;18; $ 373.507 
AQI Whatsapp;1/09/2024;UG Fijo;18; $ 373.507 
AQI Whatsapp;1/10/2024;UG Fijo;18; $ 289.440 
AQI Whatsapp;1/11/2024;UG Fijo;18; $ 289.440 
AQI Whatsapp;1/12/2024;UG Fijo;18; $ 289.440 
AQI Whatsapp;1/01/2024;UG Móvil;30; $ 303.335 
AQI Whatsapp;1/02/2024;UG Móvil;48; $ 487.500 
AQI Whatsapp;1/03/2024;UG Móvil;0; $ -   
AQI Whatsapp;1/04/2024;UG Móvil;62; $ 637.500 
AQI Whatsapp;1/05/2024;UG Móvil;62; $ 637.500 
AQI Whatsapp;1/06/2024;UG Móvil;62; $ 637.500 
AQI Whatsapp;1/07/2024;UG Móvil;62; $ 637.500 
AQI Whatsapp;1/08/2024;UG Móvil;26; $ 270.000 
AQI Whatsapp;1/09/2024;UG Móvil;26; $ 270.000 
AQI Whatsapp;1/10/2024;UG Móvil;26; $ 270.000 
AQI Whatsapp;1/11/2024;UG Móvil;26; $ 270.000 
AQI Whatsapp;1/12/2024;UG Móvil;26; $ 270.000 
AQI Whatsapp;1/01/2024;Ultra WiFi;27; $ 4.114.774 
AQI Whatsapp;1/02/2024;Ultra WiFi;54; $ 8.011.593 
AQI Whatsapp;1/03/2024;Ultra WiFi;64; $ 9.601.744 
AQI Whatsapp;1/04/2024;Ultra WiFi;62; $ 9.247.106 
AQI Whatsapp;1/05/2024;Ultra WiFi;63; $ 9.362.776 
AQI Whatsapp;1/06/2024;Ultra WiFi;60; $ 8.973.115 
AQI Whatsapp;1/07/2024;Ultra WiFi;61; $ 9.072.000 
AQI Whatsapp;1/08/2024;Ultra WiFi;50; $ 7.452.000 
AQI Whatsapp;1/09/2024;Ultra WiFi;48; $ 7.938.000 
AQI Whatsapp;1/10/2024;Ultra WiFi;48; $ 7.938.000 
AQI Whatsapp;1/11/2024;Ultra WiFi;52; $ 8.505.000 
AQI Whatsapp;1/12/2024;Ultra WiFi;69; $ 11.358.738 
Atento  Relaciones Prioritarias;1/03/2024;Convergencia Móvil;3; $ -   
Atento  Relaciones Prioritarias;1/03/2024;Línea Nueva;1; $ 33.520 
Atento  Relaciones Prioritarias;1/03/2024;Migraciones;12; $ 402.240 
Atento  Relaciones Prioritarias;1/03/2024;Portabilidad Pospago;12; $ 402.240 
Atento  Relaciones Prioritarias;1/03/2024;UG Móvil;0; $ -   
Atento  Segundo Anillo;1/01/2024;Adicionales;580; $ 10.105.340 
Atento  Segundo Anillo;1/02/2024;Adicionales;274; $ 4.773.902 
Atento  Segundo Anillo;1/03/2024;Adicionales;239; $ 4.164.097 
Atento  Segundo Anillo;1/04/2024;Adicionales;228; $ 3.972.444 
Atento  Segundo Anillo;1/05/2024;Adicionales;263; $ 4.582.249 
Atento  Segundo Anillo;1/06/2024;Adicionales;293; $ 5.104.939 
Atento  Segundo Anillo;1/07/2024;Adicionales;700; $ 12.196.100 
Atento  Segundo Anillo;1/08/2024;Adicionales;300; $ 5.226.900 
Atento  Segundo Anillo;1/09/2024;Adicionales;316; $ 5.505.668 
Atento  Segundo Anillo;1/10/2024;Adicionales;346; $ 6.028.358 
Atento  Segundo Anillo;1/11/2024;Adicionales;264; $ 4.599.672 
Atento  Segundo Anillo;1/12/2024;Adicionales;273; $ 4.756.479 
Atento  Segundo Anillo;1/01/2024;Convergencia Fijo;15; $ -   
Atento  Segundo Anillo;1/02/2024;Convergencia Fijo;7; $ -   
Atento  Segundo Anillo;1/03/2024;Convergencia Fijo;9; $ -   
Atento  Segundo Anillo;1/04/2024;Convergencia Fijo;8; $ -   
Atento  Segundo Anillo;1/05/2024;Convergencia Fijo;9; $ -   
Atento  Segundo Anillo;1/06/2024;Convergencia Fijo;7; $ -   
Atento  Segundo Anillo;1/07/2024;Convergencia Fijo;6; $ -   
Atento  Segundo Anillo;1/08/2024;Convergencia Fijo;5; $ -   
Atento  Segundo Anillo;1/09/2024;Convergencia Fijo;5; $ -   
Atento  Segundo Anillo;1/10/2024;Convergencia Fijo;7; $ -   
Atento  Segundo Anillo;1/11/2024;Convergencia Fijo;5; $ -   
Atento  Segundo Anillo;1/12/2024;Convergencia Fijo;5; $ -   
Atento  Segundo Anillo;1/02/2024;Convergencia Móvil;2; $ -   
Atento  Segundo Anillo;1/04/2024;Convergencia Móvil;4; $ -   
Atento  Segundo Anillo;1/05/2024;Convergencia Móvil;4; $ -   
Atento  Segundo Anillo;1/06/2024;Convergencia Móvil;2; $ -   
Atento  Segundo Anillo;1/07/2024;Convergencia Móvil;2; $ -   
Atento  Segundo Anillo;1/09/2024;Convergencia Móvil;2; $ -   
Atento  Segundo Anillo;1/10/2024;Convergencia Móvil;3; $ -   
Atento  Segundo Anillo;1/12/2024;Convergencia Móvil;0; $ -   
Atento  Segundo Anillo;1/11/2024;Convergencia Móvil;2; $ -   
Atento  Segundo Anillo;1/11/2024;Habilitador Internet;23; $ 2.197.309 
Atento  Segundo Anillo;1/12/2024;Habilitador Internet;23; $ -   
Atento  Segundo Anillo;1/02/2024;Línea Nueva;1; $ 33.520 
Atento  Segundo Anillo;1/04/2024;Línea Nueva;1; $ 33.520 
Atento  Segundo Anillo;1/05/2024;Línea Nueva;1; $ 33.520 
Atento  Segundo Anillo;1/06/2024;Línea Nueva;1; $ 33.520 
Atento  Segundo Anillo;1/07/2024;Línea Nueva;1; $ 33.520 
Atento  Segundo Anillo;1/08/2024;Línea Nueva;1; $ 33.520 
Atento  Segundo Anillo;1/09/2024;Línea Nueva;1; $ 33.520 
Atento  Segundo Anillo;1/10/2024;Línea Nueva;1; $ 33.520 
Atento  Segundo Anillo;1/11/2024;Línea Nueva;0; $ -   
Atento  Segundo Anillo;1/12/2024;Línea Nueva;0; $ -   
Atento  Segundo Anillo;1/02/2024;Migraciones;8; $ 268.160 
Atento  Segundo Anillo;1/04/2024;Migraciones;13; $ 435.760 
Atento  Segundo Anillo;1/05/2024;Migraciones;14; $ 469.280 
Atento  Segundo Anillo;1/06/2024;Migraciones;12; $ 402.240 
Atento  Segundo Anillo;1/07/2024;Migraciones;13; $ 435.760 
Atento  Segundo Anillo;1/08/2024;Migraciones;13; $ 435.760 
Atento  Segundo Anillo;1/09/2024;Migraciones;12; $ 402.240 
Atento  Segundo Anillo;1/10/2024;Migraciones;10; $ 335.200 
Atento  Segundo Anillo;1/11/2024;Migraciones;9; $ 301.680 
Atento  Segundo Anillo;1/12/2024;Migraciones;10; $ 335.200 
Atento  Segundo Anillo;1/02/2024;Portabilidad Pospago;9; $ 301.680 
Atento  Segundo Anillo;1/04/2024;Portabilidad Pospago;13; $ 435.760 
Atento  Segundo Anillo;1/05/2024;Portabilidad Pospago;14; $ 469.280 
Atento  Segundo Anillo;1/06/2024;Portabilidad Pospago;12; $ 402.240 
Atento  Segundo Anillo;1/07/2024;Portabilidad Pospago;13; $ 435.760 
Atento  Segundo Anillo;1/08/2024;Portabilidad Pospago;13; $ 435.760 
Atento  Segundo Anillo;1/09/2024;Portabilidad Pospago;13; $ 435.760 
Atento  Segundo Anillo;1/10/2024;Portabilidad Pospago;10; $ 335.200 
Atento  Segundo Anillo;1/11/2024;Portabilidad Pospago;9; $ 301.680 
Atento  Segundo Anillo;1/12/2024;Portabilidad Pospago;11; $ 368.720 
Atento  Segundo Anillo;1/01/2024;Servicios Fijo;122; $ 3.584.726 
Atento  Segundo Anillo;1/02/2024;Servicios Fijo;62; $ 1.821.746 
Atento  Segundo Anillo;1/03/2024;Servicios Fijo;59; $ 1.733.597 
Atento  Segundo Anillo;1/04/2024;Servicios Fijo;58; $ 1.704.214 
Atento  Segundo Anillo;1/05/2024;Servicios Fijo;58; $ 1.704.214 
Atento  Segundo Anillo;1/06/2024;Servicios Fijo;102; $ 2.997.066 
Atento  Segundo Anillo;1/07/2024;Servicios Fijo;120; $ 3.525.960 
Atento  Segundo Anillo;1/08/2024;Servicios Fijo;132; $ 3.878.556 
Atento  Segundo Anillo;1/09/2024;Servicios Fijo;132; $ 3.878.556 
Atento  Segundo Anillo;1/10/2024;Servicios Fijo;162; $ 4.760.046 
Atento  Segundo Anillo;1/11/2024;Servicios Fijo;159; $ 4.671.897 
Atento  Segundo Anillo;1/12/2024;Servicios Fijo;90; $ 2.644.470 
Atento  Segundo Anillo;1/01/2024;Tecnología;13; $ 3.321.298 
Atento  Segundo Anillo;1/02/2024;Tecnología;5; $ 1.278.203 
Atento  Segundo Anillo;1/03/2024;Tecnología;7; $ 1.750.745 
Atento  Segundo Anillo;1/04/2024;Tecnología;13; $ 3.287.860 
Atento  Segundo Anillo;1/05/2024;Tecnología;15; $ 3.883.818 
Atento  Segundo Anillo;1/06/2024;Tecnología;15; $ 4.010.181 
Atento  Segundo Anillo;1/07/2024;Tecnología;15; $ 4.010.181 
Atento  Segundo Anillo;1/08/2024;Tecnología;14; $ 3.549.576 
Atento  Segundo Anillo;1/09/2024;Tecnología;14; $ 3.549.576 
Atento  Segundo Anillo;1/10/2024;Tecnología;13; $ 3.480.356 
Atento  Segundo Anillo;1/11/2024;Tecnología;13; $ 3.480.356 
Atento  Segundo Anillo;1/12/2024;Tecnología;15; $ 3.960.000 
Atento  Segundo Anillo;1/01/2024;Terminales;0; $ -   
Atento  Segundo Anillo;1/02/2024;Terminales;0; $ -   
Atento  Segundo Anillo;1/03/2024;Terminales;3; $ 3.052.895 
Atento  Segundo Anillo;1/04/2024;Terminales;7; $ 8.911.287 
Atento  Segundo Anillo;1/05/2024;Terminales;10; $ 11.433.990 
Atento  Segundo Anillo;1/06/2024;Terminales;8; $ 9.480.185 
Atento  Segundo Anillo;1/07/2024;Terminales;9; $ 11.353.792 
